crn,dept,course_id,instructor,title,modality,credits,capacity,days,start_time,end_time,location
88095,MS,MS 3005,T Spadine,"Military Sci III, AROTC",F2F,4,45,M W F,12:20PM,1:10PM,CLMS 330
88096,MS,MS 3005,T Spadine,"Military Sci III, AROTC",F2F,4,45,M W F,8:00AM,8:50AM,CLMS 330
88097,MS,MS 3005,T Spadine,"Military Sci III, AROTC",F2F,4,45,M W F,10:10AM,11:00AM,CLMS 330
88098,MS,MS 3005,T Spadine,"Military Sci III, AROTC",F2F,4,0,T,3:30PM,5:20PM,SQUIR COLNL
88099,MS,MS 4005,MR Jackson,"Military Sci IV, AROTC",F2F,4,45,M W F,1:25PM,2:15PM,CLMS 330
88100,MS,MS 4005,MR Jackson,"Military Sci IV, AROTC",F2F,4,45,M W F,9:05AM,9:55AM,CLMS 330
88101,MS,MS 4005,MR Jackson,"Military Sci IV, AROTC",F2F,4,45,M W F,11:15AM,12:05PM,CLMS 330
88102,MS,MS 4005,MR Jackson,"Military Sci IV, AROTC",F2F,4,0,T,3:30PM,5:20PM,SQUIR COLNL
88103,MS,MS 4006,MR Jackson,"Military Sci IV, AROTC",F2F,4,0,T,3:30PM,5:20PM,SQUIR COLNL
88104,MS,MS 4964,J Cogbill,FW: Field Study 1,F2F,3,0,(ARR),(ARR),(ARR),00X
88105,MS,MS 4964,J Cogbill,FW: Field Study 1,F2F,2,45,(ARR),(ARR),(ARR),00X
91714,MSE,MSE 1004,Staff,Materials In Todays World,F2F,1,130,T,2:00PM,3:15PM,HAN 100
88106,MSE,MSE 2014,CC Burgoyne,Materials Eng Transition,F2F,1,10,R,3:30PM,4:45PM,HOLD 224
88107,MSE,MSE 2034,Staff,Elem of Materials Eng,F2F,3,106,M W F,12:20PM,1:10PM,HOLD AUD
88108,MSE,MSE 2034,SG Corcoran,Elem of Materials Eng,F2F,3,106,T R,12:30PM,1:45PM,HOLD AUD
88109,MSE,MSE 2034,Staff,Elem of Materials Eng,F2F,3,107,M W F,9:05AM,9:55AM,SURGE 104A
88110,MSE,MSE 2034,Staff,Elem of Materials Eng,F2F,3,146,T R,8:00AM,9:15AM,NCB 260
91274,MSE,MSE 2044,W Cai,Fund of Materials Engineering,F2F,4,30,M W F,10:10AM,11:00AM,MCB 233
88111,MSE,MSE 2884,CC Burgoyne,Matls Engr Professional Dev I,F2F,1,42,T,3:30PM,4:45PM,WHIT 257
88114,MSE,MSE 3054,B Aidi,Mech Behavior of Materials,F2F,3,60,M W F,12:20PM,1:10PM,NCB 230
88115,MSE,MSE 3064,B Aidi,Mech Behavior Matls Lab,F2F,1,12,W,2:00PM,4:45PM,NOR 127
88116,MSE,MSE 3064,B Aidi,Mech Behavior Matls Lab,F2F,1,14,M,2:00PM,4:45PM,NOR 127
88117,MSE,MSE 3064,CL Galitz,Mech Behavior Matls Lab,F2F,1,12,T,2:00PM,4:50PM,NOR 127
88118,MSE,MSE 3064,CL Galitz,Mech Behavior Matls Lab,F2F,1,0,R,11:00AM,1:50PM,NOR 127
88119,MSE,MSE 3104,NL Ross,Mineralogy,F2F,3,15,M W,12:20PM,1:10PM,DER 4069
88120,MSE,MSE 3104,NL Ross,Mineralogy,F2F,3,15,M W,12:20PM,1:10PM,DER 4069
88121,MSE,MSE 3104,NL Ross,Mineralogy,F2F,3,0,M W,12:20PM,1:10PM,DER 4069
88122,MSE,MSE 3114,SG Corcoran,Math Programming MSE II,F2F,1,40,W,1:25PM,2:15PM,WHIT 257
88123,MSE,MSE 3134,Staff,Crystallography & Cryst Struc,F2F,3,50,M W F,10:10AM,11:00AM,GBJ 100
88124,MSE,MSE 3204,LV Asryan,Electronic Materials,F2F,3,40,T R,11:00AM,12:15PM,NCB 110B
88126,MSE,MSE 3324,AP Druschitz,Elementary Metal Casting Lab,F2F,1,10,T,2:30PM,5:00PM,KAMF 106
88127,MSE,MSE 3324,AP Druschitz,Elementary Metal Casting Lab,F2F,1,10,M,2:00PM,4:30PM,KAMF 106
88128,MSE,MSE 3354,AP Druschitz,Foundry Safety,OnlineAsync,1,30,(ARR),(ARR),(ARR),00X
88129,MSE,MSE 4034,TW Staley,Thermo of Materials,F2F,3,60,M W F,9:05AM,9:55AM,HITT 335
91278,MSE,MSE 4044,AO Aning,Powder Processing,F2F,3,30,M W,2:30PM,3:45PM,HOLD 234
88130,MSE,MSE 4055,S McGinnis,Materials Selection & Design,F2F,3,65,T R,12:30PM,1:45PM,WLH 340
88131,MSE,MSE 4075,Staff,Senior Design Laboratory,F2F,1,50,(ARR),(ARR),(ARR),00X
88132,MSE,MSE 4075,Staff,Senior Design Laboratory,F2F,1,0,(ARR),(ARR),(ARR),00X
88133,MSE,MSE 4075,Staff,Senior Design Laboratory,F2F,1,0,(ARR),(ARR),(ARR),00X
88134,MSE,MSE 4075,Staff,Senior Design Laboratory,F2F,1,0,(ARR),(ARR),(ARR),00X
88135,MSE,MSE 4075,Staff,Senior Design Laboratory,F2F,1,0,(ARR),(ARR),(ARR),00X
88136,MSE,MSE 4075,Staff,Senior Design Laboratory,F2F,1,0,(ARR),(ARR),(ARR),00X
88137,MSE,MSE 4075,Staff,Senior Design Laboratory,F2F,1,0,(ARR),(ARR),(ARR),00X
88138,MSE,MSE 4075,Staff,Senior Design Laboratory,F2F,1,0,(ARR),(ARR),(ARR),00X
88139,MSE,MSE 4075,Staff,Senior Design Laboratory,F2F,1,0,(ARR),(ARR),(ARR),00X
88140,MSE,MSE 4075,Staff,Senior Design Laboratory,F2F,1,0,(ARR),(ARR),(ARR),00X
88141,MSE,MSE 4075,Staff,Senior Design Laboratory,F2F,1,0,(ARR),(ARR),(ARR),00X
88142,MSE,MSE 4075,Staff,Senior Design Laboratory,F2F,1,0,(ARR),(ARR),(ARR),00X
88143,MSE,MSE 4075,Staff,Senior Design Laboratory,F2F,1,0,(ARR),(ARR),(ARR),00X
88144,MSE,MSE 4075,Staff,Senior Design Laboratory,F2F,1,0,(ARR),(ARR),(ARR),00X
88145,MSE,MSE 4075,Staff,Senior Design Laboratory,F2F,1,0,(ARR),(ARR),(ARR),00X
88146,MSE,MSE 4075,Staff,Senior Design Laboratory,F2F,1,0,(ARR),(ARR),(ARR),00X
88147,MSE,MSE 4075,Staff,Senior Design Laboratory,F2F,1,0,(ARR),(ARR),(ARR),00X
88148,MSE,MSE 4075,Staff,Senior Design Laboratory,F2F,1,0,(ARR),(ARR),(ARR),00X
88149,MSE,MSE 4075,Staff,Senior Design Laboratory,F2F,1,0,(ARR),(ARR),(ARR),00X
88150,MSE,MSE 4075,Staff,Senior Design Laboratory,F2F,1,0,(ARR),(ARR),(ARR),00X
88151,MSE,MSE 4075,Staff,Senior Design Laboratory,F2F,1,0,(ARR),(ARR),(ARR),00X
88152,MSE,MSE 4085,TW Staley,Senior Capstone Recitation,F2F,2,65,T R,2:00PM,3:15PM,TORG 3100
88153,MSE,MSE 4095H,Staff,Honors Senior Design-Lab,F2F,3,0,(ARR),(ARR),(ARR),00X
88154,MSE,MSE 4095H,Staff,Honors Senior Design-Lab,F2F,3,1,(ARR),(ARR),(ARR),00X
88155,MSE,MSE 4304,AP Druschitz,Metals and Alloys,F2F,3,30,T R,8:00AM,9:15AM,NCB 130A
91407,MSE,MSE 4306,AP Druschitz,Metal Casting,F2F,3,15,M W F,8:00AM,8:50AM,KAMF 106
91281,MSE,MSE 4384,C Hin,Nuclear Materials,F2F,3,25,T R,3:30PM,4:45PM,HOLD 234
91277,MSE,MSE 4414,C Tallon Galdeano,Physical Ceramics,F2F,3,40,T R,9:30AM,10:45AM,HOLD 234
88157,MSE,MSE 4424,CT Suchicital,Materials Laboratory II,F2F,1,12,M,1:00PM,4:00PM,HOLD 124
88158,MSE,MSE 4424,CT Suchicital,Materials Laboratory II,F2F,1,12,R,1:00PM,4:00PM,HOLD 124
88159,MSE,MSE 4424,CT Suchicital,Materials Laboratory II,F2F,1,12,W,1:00PM,4:00PM,HOLD 124
88161,MSE,MSE 4424,CT Suchicital,Materials Laboratory II,F2F,1,12,T,1:00PM,4:00PM,HOLD 124
88181,MSE,MSE 5004,WT Reynolds,MSE Grad Fundamentals,F2F,1,20,F,12:20PM,1:10PM,MCB 658
88182,MSE,MSE 5015,H Yu,MSE Seminar,F2F,1,100,F,11:15AM,12:05PM,SURGE 104B
88183,MSE,MSE 5024,WT Reynolds,Math Methods Materials Resrch,F2F,3,25,M W,4:00PM,5:15PM,WHIT 257
91288,MSE,MSE 5044,AO Aning,Powder Processing,F2F,3,15,M W,2:30PM,3:45PM,HOLD 234
88184,MSE,MSE 5054,X Bai,Adv Materials Thermo,F2F,3,25,M W,6:30PM,7:45PM,GOODW 241
91292,MSE,MSE 5114,H Kindlund,Materials Characterization,F2F,3,25,T R,2:00PM,3:15PM,GOODW 244
91291,MSE,MSE 5154,H Yu,Process Sci in Manufacturing,F2F,3,25,T R,5:00PM,6:15PM,GOODW 241
91430,MSE,MSE 5304,Staff,Contemporary Topics MSE,F2F,3,0,T R,5:00PM,6:15PM,TBA
88186,MSE,MSE 5304,DD Viehland,Contemporary Topics MSE,OnlineSync,3,0,T R,3:30PM,4:45PM,ONLINE
88187,MSE,MSE 5304,DD Viehland,Contemporary Topics MSE,OnlineAsync,3,0,(ARR),(ARR),(ARR),00X
91283,MSE,MSE 5384G,C Hin,Advanced Nuclear Materials,F2F,3,15,T R,3:30PM,4:45PM,HOLD 234
88198,MTRG,MTRG 3524,DF Carroll,Meteorology Field Methods,F2F,3,0,(ARR),(ARR),(ARR),00X
88209,MUS,MUS 1004,JJ Loeffert,Perf Arts First Year Exper,F2F,1,60,R,8:00AM,9:15AM,T101 101
88210,MUS,MUS 1005,JM Berrios Rodriguez,Theory Fundamentals,OnlineAsync,3,125,(ARR),(ARR),(ARR),00X
88211,MUS,MUS 1104,Staff,Music Appreciation,OnlineAsync,3,150,(ARR),(ARR),(ARR),00X
88212,MUS,MUS 1104,Staff,Music Appreciation,OnlineAsync,3,150,(ARR),(ARR),(ARR),00X
88213,MUS,MUS 1104,M Wilkens-Reed,Music Appreciation,OnlineAsync,3,150,(ARR),(ARR),(ARR),00X
88214,MUS,MUS 1104,Staff,Music Appreciation,OnlineAsync,3,150,(ARR),(ARR),(ARR),00X
88215,MUS,MUS 1104,JM Berrios Rodriguez,Music Appreciation,OnlineAsync,3,150,(ARR),(ARR),(ARR),00X
88216,MUS,MUS 1104,Staff,Music Appreciation,OnlineAsync,3,150,(ARR),(ARR),(ARR),00X
88217,MUS,MUS 1104,W Parrish,Music Appreciation,OnlineAsync,3,150,(ARR),(ARR),(ARR),00X
88218,MUS,MUS 1104,E Lantz,Music Appreciation,OnlineAsync,3,150,(ARR),(ARR),(ARR),00X
88219,MUS,MUS 1114,WJ Crone,Listening in the Digital Age,F2F,3,50,M W F,12:20PM,1:10PM,SQUIR SALON
90919,MUS,MUS 1124,CP Bowen,Living a Musical Life,F2F,3,15,T R,11:00AM,12:15PM,SQUIR 162
88220,MUS,MUS 2025,KG Loeffert,European-American Music Theory,F2F,3,50,M W F,10:10AM,11:00AM,SQUIR 243
88221,MUS,MUS 2045,M Elmer,Sightsinging Laboratory,F2F,1,25,M W F,11:15AM,12:05PM,SQUIR 240
88222,MUS,MUS 2055,A Bank,Audio Technology For Music,F2F,3,18,T R,12:30PM,1:45PM,GRNDP 201
88223,MUS,MUS 2065,CS Nichols,Music Composition,F2F,2,16,M W,1:30PM,2:20PM,LIBR 121
88224,MUS,MUS 2115,JM Berrios Rodriguez,Survey of Western Music,F2F,3,110,T R,3:30PM,4:45PM,SQUIR SALON
91724,MUS,MUS 2124,AE Rogers,Music Traditions in Appalachia,F2F,3,35,W,4:00PM,6:30PM,LIBR 124
88225,MUS,MUS 2134,E McLain,Disability Culture & the Arts,F2F,3,25,T R,11:00AM,12:15PM,TORG 1020
88226,MUS,MUS 2214,DP Baldwin,Class Applied Piano,F2F,1,13,M W F,12:20PM,1:10PM,SQUIR 148
88227,MUS,MUS 2214,DP Baldwin,Class Applied Piano,F2F,1,13,M W F,1:25PM,2:15PM,SQUIR 148
88228,MUS,MUS 2264,AS Irrera,Class Applied Percussion,F2F,1,10,M W F,8:00AM,8:50AM,SQUIR 243
88230,MUS,MUS 2284,GC Engle,Piano Accompanying,F2F,2,16,M W,2:30PM,3:20PM,SQUIR 240
88231,MUS,MUS 2314,PK Middleton,Woodwind Techniques I,F2F,1,15,M W F,8:00AM,8:50AM,SQUIR 162
88232,MUS,MUS 2334,JM Bean,High Brass Techniques,F2F,1,15,M W F,8:00AM,8:50AM,SQUIR SALON
88233,MUS,MUS 2364,H Yoo,Intro to Music Education,F2F,2,15,T R,8:00AM,8:50AM,SQUIR 243
90928,MUS,MUS 2515,A Cowan,Vocal Diction,F2F,1,15,T R,3:30PM,4:45PM,SQUIR 240
88257,MUS,MUS 2815,CE Pace,Jazz Improvisation,F2F,2,25,M,4:45PM,7:15PM,SQUIR 162
88259,MUS,MUS 3025,KG Loeffert,Euro-American Music Anaylsis,F2F,3,35,M W F,9:05AM,9:55AM,SQUIR 162
88261,MUS,MUS 3035,WJ Crone,Advanced Class Piano,F2F,1,16,M W,11:15AM,12:05PM,SQUIR 148
88262,MUS,MUS 3044,DD Bigler,Orchestration & Analysis,F2F,3,30,T R,12:30PM,1:45PM,SQUIR 243
88263,MUS,MUS 3045,J Irrera,Advanced Ear Training,F2F,1,11,M W F,11:15AM,12:05PM,HEND 204
88264,MUS,MUS 3055,ME Dunston,Music and Media Production,F2F,3,25,M W F,12:20PM,1:10PM,CID 150
88265,MUS,MUS 3064,E Lyon,Digital Sound Manipulation,F2F,3,19,T R,12:30PM,1:45PM,LIBR 121
88266,MUS,MUS 3065,CS Nichols,Computer Music & Multimedia,F2F,3,19,T R,11:00AM,12:15PM,LIBR 121
90929,MUS,MUS 3114,ET Sato,Symphonic Literature,F2F,3,30,M W F,1:25PM,2:15PM,SQUIR 162
88269,MUS,MUS 3184,CP Bowen,Histories of Music I,F2F,3,20,T R,9:30AM,10:45AM,SQUIR 162
88270,MUS,MUS 3225,D Shapiro,Conducting,F2F,3,23,M W F,10:10AM,11:00AM,CID 150
88272,MUS,MUS 3314,JM Bean,Instrumental Ensemble Music,F2F,1,13,T R,7:00PM,8:30PM,SQUIR 243
88273,MUS,MUS 3314,PK Middleton,Instrumental Ensemble Music,F2F,1,400,M T W R F,5:30PM,7:00PM,TBA
88274,MUS,MUS 3314,JM Bean,Instrumental Ensemble Music,F2F,1,161,M W F,5:00PM,6:30PM,TBA
88275,MUS,MUS 3314,WJ Crone,Instrumental Ensemble Music,F2F,1,30,T,7:30PM,9:30PM,SQUIR SALON
88276,MUS,MUS 3314,A Weinstein,Instrumental Ensemble Music,F2F,1,20,M W F,2:00PM,3:30PM,SQUIR SALON
88277,MUS,MUS 3314,CR Reep,Instrumental Ensemble Music,F2F,1,90,T R,3:30PM,4:45PM,CID 150
88278,MUS,MUS 3314,M Elmer,Instrumental Ensemble Music,F2F,1,100,M W F,4:30PM,6:10PM,CID 150
88279,MUS,MUS 3314,AS Irrera,Instrumental Ensemble Music,F2F,1,40,M W F,1:25PM,2:15PM,CID 150
88281,MUS,MUS 3314,D Shapiro,Instrumental Ensemble Music,F2F,1,80,M W F,2:30PM,4:10PM,CID 150
88282,MUS,MUS 3314,AE Thomas,Instrumental Ensemble Music,F2F,1,10,(ARR),(ARR),(ARR),00X
88283,MUS,MUS 3314,JK Hutchins,Instrumental Ensemble Music,F2F,1,30,M W F,12:20PM,1:10PM,SQUIR 243
88284,MUS,MUS 3314,J Irrera,Instrumental Ensemble Music,F2F,1,10,M W F,2:30PM,4:30PM,SQUIR 243
88285,MUS,MUS 3314,JA Crafton,Instrumental Ensemble Music,F2F,1,11,T R,3:30PM,4:30PM,SQUIR 162
88286,MUS,MUS 3314,RJ Masters,Instrumental Ensemble Music,F2F,1,20,M W,3:30PM,4:20PM,SQUIR 240
88287,MUS,MUS 3314,JM Berrios Rodriguez,Instrumental Ensemble Music,F2F,1,20,W,7:00PM,8:30PM,SQUIR 243
88288,MUS,MUS 3314,AA Clark,Instrumental Ensemble Music,F2F,1,20,M,7:30PM,9:30PM,SQUIR 162
88289,MUS,MUS 3414,B Thorsett,Choral Ensemble Music,F2F,1,35,T R,11:00AM,12:15PM,SQUIR SALON
88290,MUS,MUS 3414,DP Baldwin,Choral Ensemble Music,F2F,1,100,M R,5:30PM,6:55PM,SQUIR SALON
88291,MUS,MUS 3414,DD Bigler,Choral Ensemble Music,F2F,1,100,M W F,3:35PM,5:15PM,SQUIR SALON
88292,MUS,MUS 3414,DP Baldwin,Choral Ensemble Music,F2F,1,100,T R,5:30PM,6:55PM,SQUIR SALON
88293,MUS,MUS 3815,CE Pace,Advanced Jazz Improvisation,F2F,2,2,M,7:00PM,9:00PM,TBA
88294,MUS,MUS 4055,ME Dunston,Music Tech Senior Sem,F2F,1,18,(ARR),(ARR),(ARR),00X
88296,MUS,MUS 4204,H Yoo,Second. General/Choral Methods,F2F,3,23,M W F,11:15AM,12:05PM,SQUIR 243
88297,MUS,MUS 4214,EJ OLeary,Instrumental Method Elementary,F2F,2,15,M W F,9:05AM,9:55AM,CID 150
90930,MUS,MUS 4224,EJ OLeary,Instrumental Methods Secondary,F2F,2,20,T R,11:00AM,12:15PM,SQUIR 243
88320,MUS,MUS 4764,E Lyon,Adv Ind App Electroacoustics,F2F,1,5,(ARR),(ARR),(ARR),00X
88321,MUS,MUS 4764,Staff,Adv Ind App Electroacoustics,F2F,1,0,(ARR),(ARR),(ARR),00X
88327,MUS,MUS 5314,AS Irrera,Instrumental Ensemble Music,F2F,1,14,(ARR),(ARR),(ARR),00X
88328,MUS,MUS 5414,DD Bigler,Choral Ensemble Music,F2F,1,5,(ARR),(ARR),(ARR),00X
88345,NANO,NANO 1015,S Emori,Introduction to Nanoscience,F2F,3,54,T R,12:30PM,1:45PM,DER 3076
88346,NANO,NANO 2114,FM Michel,Nanoscience Research Seminar,F2F,1,32,T,3:30PM,4:45PM,DER 3076
88347,NANO,NANO 2324,BA Magill,Quantum Physics Nanomedicine,F2F,3,15,M W,4:00PM,5:15PM,MCB 204
88348,NANO,NANO 3015,G Liu,Nano Synth & Characterization,F2F,4,10,T R,9:30AM,10:45AM,NCB 130A
88349,NANO,NANO 3015,G Liu,Nano Synth & Characterization,F2F,4,10,T R,9:30AM,10:45AM,NCB 130A
88350,NANO,NANO 3114,C Tian,Prof Dissemination Nano Res,F2F,1,25,W,10:10AM,11:00AM,MCB 204
88351,NANO,NANO 4324,C Tian,Introduction to Nanomedicine,F2F,3,36,M W,2:30PM,3:45PM,DER 3092
88373,NEUR,NEUR 1004,ES Vedder,Neur Orientation Seminar,F2F,2,200,M W,9:05AM,9:55AM,LITRV 1670
88374,NEUR,NEUR 2025,MA Cline,Introduction to Neuroscience,F2F,3,180,T R,8:00AM,9:15AM,GOODW 190
88375,NEUR,NEUR 2026,AP Shah,Introduction to Neuroscience,F2F,3,150,T R,8:00AM,9:15AM,TORG 3100
88376,NEUR,NEUR 2035,Z Fu,Neuroscience Laboratory,F2F,1,30,M,10:10AM,12:10PM,NCB 350
88377,NEUR,NEUR 2035,Z Fu,Neuroscience Laboratory,F2F,1,30,M,1:25PM,3:25PM,NCB 350
88378,NEUR,NEUR 2035,Z Fu,Neuroscience Laboratory,F2F,1,30,T,9:30AM,11:30AM,NCB 350
88379,NEUR,NEUR 2035,Z Fu,Neuroscience Laboratory,F2F,1,30,T,12:15PM,2:15PM,NCB 350
90943,NEUR,NEUR 2035,Z Fu,Neuroscience Laboratory,F2F,1,30,T,3:15PM,5:15PM,NCB 350
91839,NEUR,NEUR 2035,Z Fu,Neuroscience Laboratory,F2F,1,32,F,9:55AM,11:55AM,NCB 370
88380,NEUR,NEUR 2036,DK McDaniel,Neuroscience Laboratory,F2F,1,34,M,11:15AM,1:15PM,NCB 370
88381,NEUR,NEUR 2036,DK McDaniel,Neuroscience Laboratory,F2F,1,34,M,2:30PM,4:30PM,NCB 370
88382,NEUR,NEUR 2036,DK McDaniel,Neuroscience Laboratory,F2F,1,34,T,12:15PM,2:15PM,NCB 370
90948,NEUR,NEUR 2036,DK McDaniel,Neuroscience Laboratory,F2F,1,34,T,3:15PM,5:15PM,NCB 370
88383,NEUR,NEUR 2464,KA Unroe,Neuroscience and Society,F2F,3,100,M W F,9:05AM,9:55AM,HITT 340
88385,NEUR,NEUR 2594,GR Simonds,Exploring Clinical Neurosci,Hybrid,3,32,M W,2:30PM,3:45PM,SANDY 012
88425,NEUR,NEUR 3044,J Rainville,Cell Molecular Neuroscience,F2F,3,130,M W F,8:00AM,8:50AM,NCB 160
88426,NEUR,NEUR 3074,DK McDaniel,Evolutionary Neuroscience,F2F,3,60,M W F,8:00AM,8:50AM,HITT 335
88427,NEUR,NEUR 3084,Staff,Cognitive Neuroscience,F2F,3,100,T R,8:00AM,9:15AM,STEG N 145
88428,NEUR,NEUR 3144,J Rainville,Mech Learning & Memory,F2F,3,72,M W F,10:10AM,11:00AM,NCB 230
88429,NEUR,NEUR 3234,S Vijayan,The Artificial Brain,F2F,3,50,M,4:00PM,6:30PM,TORG 1040
88430,NEUR,NEUR 3774,MA Cline,Neuroendocrinology,F2F,3,99,T R,3:30PM,4:45PM,NCB 120
88431,NEUR,NEUR 3914,WM Howe,Neuroscience of Drug Addiction,F2F,3,100,T R,11:00AM,12:15PM,STEG N 145
91747,NEUR,NEUR 3944,KF Phillips,War and the Brain,F2F,3,32,T R,9:30AM,10:45AM,SANDY 012
88432,NEUR,NEUR 4034,KF Phillips,Diseases of the Nervous System,F2F,3,72,T R,12:30PM,1:45PM,NCB 210
88434,NEUR,NEUR 4044,GE Hodes,TS: The Sexual Brain,F2F,3,24,W,2:30PM,5:00PM,WMS 209
88435,NEUR,NEUR 4044,AP Shah,TS: Social Brain Networks,F2F,3,24,T R,3:30PM,4:45PM,HUTCH 209
88436,NEUR,NEUR 4044,S Macias Herrera,TS: Hearing: Sound to Spikes,F2F,3,24,T R,2:00PM,3:15PM,GYM 332
90953,NEUR,NEUR 4044,DF English,TS: Rhythms of the Brain,F2F,3,24,M W,2:30PM,3:45PM,GYM 332
91818,NEUR,NEUR 4244,S Agrawal,Neural Control of Movement,F2F,3,36,T R,2:00PM,3:15PM,SANDY 012
88439,NEUR,NEUR 4314,T Jarome,Genetics in Neuroscience,F2F,3,60,T R,8:00AM,9:15AM,HITT 335
91488,NEUR,NEUR 4454,SB Ball,Neuroeconomics,F2F,3,24,T R,12:30PM,1:45PM,SANDY 012
91500,NEUR,NEUR 4454,SB Ball,Neuroeconomics,F2F,3,24,T R,11:00AM,12:15PM,SANDY 012
88442,NEUR,NEUR 4594,KF Phillips,Clinical Neuro in Practice,F2F,3,0,T,8:00AM,9:15AM,SANDY 311
88470,NEUR,NEUR 5004,ML Olsen,Principles of Neuroscience,F2F,3,0,M W,8:00AM,9:15AM,LFSCI 101
88471,NEUR,NEUR 5014,AM Pickrell,Cellular Neuroscience,F2F,3,0,T R,8:00AM,9:15AM,SANDY 012
88474,NEUR,NEUR 5074,Z Fu,Current Topics in Neuroscience,F2F,1,0,F,1:00PM,2:00PM,SANDY 012
88475,NEUR,NEUR 5074,AM Pickrell,Current Topics in Neuroscience,F2F,1,0,R,3:30PM,5:00PM,LFSCI 101
88477,NEUR,NEUR 5314G,T Jarome,Adv Genetics in Neuroscience,F2F,3,0,T R,8:00AM,9:15AM,HITT 335
88478,NEUR,NEUR 5374,ML Olsen,Research Exp in Neurosci,Hybrid,2,0,(ARR),(ARR),(ARR),00X
90962,NEUR,NEUR 5374,Staff,Research Exp in Neurosci,F2F,2,0,,,,
91509,NEUR,NEUR 5984,NS Langowsky,SS:Innovation in Neuro Seminar,F2F,1,30,W,11:00AM,11:55AM,LFSCI 101
88495,NR,NR 1115,TD Baird,Seeking Sustainability,F2F,3,99,T R,9:30AM,10:45AM,SURGE 104C
88496,NR,NR 1234,JW Snodgrass,FYE Nat Resources & Environ,F2F,3,0,W,2:30PM,3:45PM,JCH 317A
88497,NR,NR 1234,JW Snodgrass,FYE Nat Resources & Environ,F2F,3,0,W,2:30PM,3:45PM,JCH 317A
88498,NR,NR 1234,JW Snodgrass,FYE Nat Resources & Environ,F2F,3,0,W,2:30PM,3:45PM,JCH 317A
88499,NR,NR 1234,JW Snodgrass,FYE Nat Resources & Environ,F2F,3,0,W,2:30PM,3:45PM,JCH 317A
88500,NR,NR 2234,RB Meyers,FSE Transfer Students in CNRE,F2F,2,0,W,4:00PM,5:15PM,JCH 317A
88501,NR,NR 2554,RB Hull,Leading Global Sustainability,OnlineSync,3,110,T,9:30AM,10:45AM,ONLINE
88503,NR,NR 4004,MD Berry,Professional Skills in Nat Res,F2F,1,34,F,11:15AM,12:05PM,JCH 212
88504,NR,NR 4014,SZ Schons Do Valle,Natural Resources Economics,F2F,3,23,T R,12:30PM,1:45PM,JCH 212
88505,NR,NR 4014,GS Amacher,Natural Resources Economics,F2F,3,70,T R,9:30AM,10:45AM,FRALN 102
88506,NR,NR 4105,BH Bond,Leadership Natural Resources,F2F,3,0,M,6:00PM,8:00PM,JCH 317A
88510,NR,NR 5014,CE Kimmel,Constructing Sustainablity,OnlineAsync,3,0,(ARR),(ARR),(ARR),00X
88511,NR,NR 5014,D Palumbo-Miele,Constructing Sustainablity,OnlineAsync,3,0,(ARR),(ARR),(ARR),00X
88512,NR,NR 5014,D Palumbo-Miele,Constructing Sustainablity,OnlineAsync,3,0,(ARR),(ARR),(ARR),00X
88513,NR,NR 5114,C O'Brien,Global Issues Environ Sustain,OnlineAsync,3,0,(ARR),(ARR),(ARR),00X
88514,NR,NR 5114,C O'Brien,Global Issues Environ Sustain,OnlineAsync,3,0,(ARR),(ARR),(ARR),00X
88516,NR,NR 5174,DJ Marcucci,Sustainability Systems,OnlineAsync,3,0,(ARR),(ARR),(ARR),00X
88517,NR,NR 5174,DJ Marcucci,Sustainability Systems,OnlineAsync,3,0,(ARR),(ARR),(ARR),00X
88518,NR,NR 5174,DJ Marcucci,Sustainability Systems,OnlineAsync,3,0,(ARR),(ARR),(ARR),00X
88519,NR,NR 5184,HE Eves,Adaptive Management,OnlineAsync,3,0,(ARR),(ARR),(ARR),00X
88520,NR,NR 5204,DK DiMauro,Water Conflict & Management,OnlineAsync,3,0,(ARR),(ARR),(ARR),00X
88521,NR,NR 5264,JA Egenrieder,Watershed Stewardship,OnlineAsync,3,0,(ARR),(ARR),(ARR),00X
88522,NR,NR 5264,JA Egenrieder,Watershed Stewardship,OnlineAsync,3,0,(ARR),(ARR),(ARR),00X
88523,NR,NR 5274,CE Kimmel,Infrastructure for Resilience,OnlineAsync,3,0,(ARR),(ARR),(ARR),00X
88524,NR,NR 5274,CE Kimmel,Infrastructure for Resilience,OnlineAsync,3,0,(ARR),(ARR),(ARR),00X
88525,NR,NR 5274,CE Kimmel,Infrastructure for Resilience,OnlineAsync,3,0,(ARR),(ARR),(ARR),00X
88526,NR,NR 5424,JM Hadidian,Urban Wildlife,OnlineAsync,3,0,(ARR),(ARR),(ARR),00X
88527,NR,NR 5544,PF Wagner,Clim Adapt & Mitigation Plan,OnlineAsync,3,0,(ARR),(ARR),(ARR),00X
88528,NR,NR 5544,PF Wagner,Clim Adapt & Mitigation Plan,OnlineAsync,3,0,(ARR),(ARR),(ARR),00X
88536,NR,NR 5694,JL Jones,Food Policy Sustainability,OnlineAsync,3,0,(ARR),(ARR),(ARR),00X
88529,NR,NR 5724,MM Draheim,Conservation Ecology,OnlineAsync,3,0,(ARR),(ARR),(ARR),00X
88530,NR,NR 5724,MM Draheim,Conservation Ecology,OnlineAsync,3,0,(ARR),(ARR),(ARR),00X
