crn,course,title,schedule_type,modality,cr_hrs,capacity,instructor,days,start_time,end_time,location,exam
87854,MGT-2945,Small Unit Lrdshp for Cadets,L,Face-to-Face Instruction,1,125,TH Sheets,M,2:30PM,3:20PM,ROB 210,00X
87857,MGT-2945,Small Unit Lrdshp for Cadets,ONLINE COURSE - VL,Online: Asynchronous,1,0,TH Sheets,(ARR),----- (ARR) -----,ONLINE,00X,
87858,MGT-3064,Cornerstones Entrepreneurship,L,Face-to-Face Instruction,3,52,C Tseng,T R,12:30PM,1:45PM,PAM 2003,12T
87859,MGT-3064,Cornerstones Entrepreneurship,L,Face-to-Face Instruction,3,52,C Tseng,T R,2:00PM,3:15PM,PAM 2003,14T
87860,MGT-3084,Digital Entrepreneurship,L,Face-to-Face Instruction,3,20,JJ Simpson,T R,9:30AM,10:45AM,PAM 1010,09T
87861,MGT-3304,Mgt Th & Lead Pract,ONLINE COURSE - VL,Online: Asynchronous,3,125,AL Beleny,(ARR),----- (ARR) -----,ONLINE,00X,
87862,MGT-3304,Mgt Th & Lead Pract,ONLINE COURSE - VL,Online: Asynchronous,3,125,AL Beleny,(ARR),----- (ARR) -----,ONLINE,00X,
87863,MGT-3324,Organization Behavior,L,Face-to-Face Instruction,3,40,AK Ward Bartlett,T R,2:00PM,3:15PM,MCB 232,14T
87864,MGT-3324,Organization Behavior,L,Face-to-Face Instruction,3,40,AK Ward Bartlett,T R,12:30PM,1:45PM,ROB 112,12T
87865,MGT-3324,Organization Behavior,L,Face-to-Face Instruction,3,40,AK Ward Bartlett,T R,11:00AM,12:15PM,MCB 238,11T
87866,MGT-3334,Managing Human Resources,L,Face-to-Face Instruction,3,40,JB Arthur,T R,12:30PM,1:45PM,ROB 103,12T
87867,MGT-3344,Employee & Labor Relations,L,Face-to-Face Instruction,3,44,JB Arthur,T R,3:30PM,4:45PM,MCB 332,15T
87868,MGT-3404,Principles of Management,L,Face-to-Face Instruction,3,125,SC Matuszak,T R,9:30AM,10:45AM,ENGEL 223,09T
87869,MGT-3404,Principles of Management,L,Face-to-Face Instruction,3,125,P Kiratikosolrak,M W,2:30PM,3:45PM,NCB 320,14M
87870,MGT-3404,Principles of Management,L,Face-to-Face Instruction,3,90,KD Carlson,T R,2:00PM,3:15PM,PAM 2030,14T
87871,MGT-3404,Principles of Management,L,Face-to-Face Instruction,3,125,Staff,T R,9:30AM,10:45AM,ROB 210,09T
87872,MGT-3404,Principles of Management,L,Face-to-Face Instruction,3,125,ME Deck,T R,12:30PM,1:45PM,ENGEL 223,12T
87873,MGT-3404,Principles of Management,L,Face-to-Face Instruction,3,125,ME Deck,T R,11:00AM,12:15PM,SMYTH 146,11T
90655,MGT-3404,Principles of Management,L,Face-to-Face Instruction,3,90,SC Matuszak,T R,12:30PM,1:45PM,FRALN 102,12T
90656,MGT-3424,Strategic Talent Acquisition,L,Face-to-Face Instruction,3,55,A Lucas,M W,2:30PM,3:45PM,CLMS 230,14M
87874,MGT-3604,Managerial Analytics,L,Face-to-Face Instruction,3,55,TS Kemp,M W,5:30PM,6:45PM,WMS 120,17M
87875,MGT-3604,Managerial Analytics,L,Face-to-Face Instruction,3,55,TS Kemp,M W,4:00PM,5:15PM,CLMS 230,16M
87876,MGT-3604,Managerial Analytics,L,Face-to-Face Instruction,3,55,Staff,M W,2:30PM,3:45PM,AA 7,14M
87877,MGT-3614,Strategy Competition Analytics,L,Face-to-Face Instruction,3,60,JJ Simpson,T R,11:00AM,12:15PM,PAM 32,11T
87878,MGT-3754,Management Intern & Career Dev,ONLINE COURSE - VL,Online: Asynchronous,3,10,LT Raschke,(ARR),----- (ARR) -----,ONLINE,00X,
87879,MGT-3935,Adv Professional Dev for Cdts,L,Face-to-Face Instruction,2,36,S Fleenor,T,12:30PM,1:20PM,CLMS 170,12T
,,,,* Additional Times *,T,3:30PM,4:45PM,GLCDB 64,,,,
87880,MGT-3935,Adv Professional Dev for Cdts,L,Face-to-Face Instruction,2,36,S Fleenor,T,3:30PM,4:45PM,GLCDB 64,15T
,,,,* Additional Times *,M,10:10AM,11:00AM,CLMS 170,,,,
87881,MGT-3945,Cadet Organizational Ldrshp,L,Face-to-Face Instruction,1,70,RA Shelton,M,11:15AM,12:05PM,CLMS 170,00X
87882,MGT-3945,Cadet Organizational Ldrshp,L,Face-to-Face Instruction,1,70,RA Shelton,F,11:15AM,12:05PM,CLMS 170,00X
87883,MGT-3964,Field Study,L,,1 TO 19,0,JP McGrath,(ARR),----- (ARR) -----,TBA,00X,
87884,MGT-4064,Developing Entrep Ventures,L,Face-to-Face Instruction,3,45,CM Courtney,T R,3:30PM,4:45PM,ROB 112,15T
87885,MGT-4064,Developing Entrep Ventures,L,Face-to-Face Instruction,3,45,CM Courtney,T R,5:00PM,6:15PM,ROB 112,17T
87886,MGT-4084,Management Consulting,L,Face-to-Face Instruction,3,35,D Buengel,T,5:00PM,8:00PM,MCB 316,17T
87887,MGT-4314,International Management,ONLINE COURSE - VL,Online with Synchronous Mtgs.,3,75,AL Beleny,M W,4:00PM,5:15PM,ONLINE,16M
87888,MGT-4334,Ethical Leadership,L,Face-to-Face Instruction,3,45,EC Jamison,T R,11:00AM,12:15PM,MCB 307,11T
87889,MGT-4334,Ethical Leadership,L,Face-to-Face Instruction,3,45,D Buengel,T R,2:00PM,3:15PM,ROB 112,14T
87890,MGT-4334,Ethical Leadership,L,Face-to-Face Instruction,3,45,D Buengel,T R,12:30PM,1:45PM,ROB 101,12T
87891,MGT-4344,Prod and Qual Leader,L,Face-to-Face Instruction,3,45,ME Deck,T R,2:00PM,3:15PM,MCB 307,14T
87892,MGT-4344,Prod and Qual Leader,L,Face-to-Face Instruction,3,45,ME Deck,T R,5:00PM,6:15PM,ROB 101,17T
87893,MGT-4354,Leadership Skills,L,Face-to-Face Instruction,3,30,RA Waters,M W,4:00PM,5:15PM,MCB 216,16M
87894,MGT-4394,Strategic Management,L,Face-to-Face Instruction,3,55,L Anderson,T R,11:00AM,12:15PM,USLB 110,11T
87895,MGT-4394,Strategic Management,L,Face-to-Face Instruction,3,55,L Anderson,T R,9:30AM,10:45AM,USLB 110,09T
87896,MGT-4394,Strategic Management,L,Face-to-Face Instruction,3,55,CL Boyette,M W,4:00PM,5:15PM,USLB 110,16M
87897,MGT-4394,Strategic Management,L,Face-to-Face Instruction,3,55,JD Roark,T R,3:30PM,4:45PM,USLB 110,15T
87898,MGT-4394,Strategic Management,L,Face-to-Face Instruction,3,55,JD Roark,T R,11:00AM,12:15PM,AA 7,11T
87899,MGT-4394,Strategic Management,L,Face-to-Face Instruction,3,55,F Zach,T R,9:30AM,10:45AM,AA 7,09T
87900,MGT-4394,Strategic Management,L,Face-to-Face Instruction,3,40,CL Boyette,M W,2:30PM,3:45PM,WMS 320,14M
87901,MGT-4394,Strategic Management,L,Face-to-Face Instruction,3,55,L Anderson,T R,8:00AM,9:15AM,WMS 120,08T
87902,MGT-4394,Strategic Management,L,Face-to-Face Instruction,3,40,RG Curtis,M W,2:30PM,3:45PM,SMYTH 232,14M
90783,MGT-4394,Strategic Management,ONLINE COURSE - VL,Online: Asynchronous,3,55,K Slagel,(ARR),----- (ARR) -----,ONLINE,00X,
87904,MGT-4854,Analytics in Action,L,Face-to-Face Instruction,3,14,JK Deane,T R,8:00AM,9:15AM,DER 1014,08T
87905,MGT-4935,Cadet Citizen Leader Practicum,L,Face-to-Face Instruction,2,36,KS Mallory,M,9:05AM,9:55AM,PHALLW 016,09M
,,,,* Additional Times *,T,3:30PM,4:45PM,GLCDB 64,,,,
87906,MGT-4935,Cadet Citizen Leader Practicum,L,Face-to-Face Instruction,2,36,KS Mallory,T,9:30AM,10:20AM,PHALLW 016,09T
,,,,* Additional Times *,T,3:30PM,4:45PM,GLCDB 64,,,,
87907,MGT-4945,Executive Ldrshp for Cadets,L,Face-to-Face Instruction,1,50,CJ Alia,T,9:30AM,10:45AM,PHALLE 016,00X
87908,MGT-4964,Field Study,L,,1 TO 19,6,D Townsend,(ARR),----- (ARR) -----,TBA,00X,
87909,MGT-4964,Field Study,ONLINE COURSE - VL,,1 TO 19,0,RA Poff,(ARR),----- (ARR) -----,ONLINE,00X,
87910,MGT-4974,Independent Study,I,,1 TO 19,0,JJ Simpson,(ARR),----- (ARR) -----,TBA,00X,
87911,MGT-4994,Undergraduate Research,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
87912,MGT-4994H,Undergraduate Research,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
87913,MGT-5124,Business Research Methods,L,Face-to-Face Instruction,3,6,DJ Beal,T,9:00AM,12:00PM,PAM 2007B,09T
87915,MGT-5314,Organization Behavior,L,Face-to-Face Instruction,3,55,KD Carlson,T R,8:00AM,9:15AM,WMS 220,08T
87920,MGT-5674,Change Management,ONLINE COURSE - VL,Online with Synchronous Mtgs.,2,40,D Buengel,F S,----- (ARR) -----,ONLINE,00X,
87923,MGT-5804,Leader Tech-Based Org,ONLINE COURSE - VL,Online: Asynchronous,3,85,D Townsend,(ARR),----- (ARR) -----,ONLINE,00X,
87924,MGT-5964,Field Study,ONLINE COURSE - VL,Online with Synchronous Mtgs.,1 TO 19,40,Staff,F S,----- (ARR) -----,ONLINE,00X,
87925,MGT-5974,Independent Study,I,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
87927,MGT-5994,Research and Thesis,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
90494,MGT-6224,Appl Meas in Bus Research,L,Hybrid (F2F & Online Instruc.),3,0,P Kumar,S,8:30AM,11:30AM,TBA,08
90495,MGT-6714,Org Behav Theory Seminar,ONLINE COURSE - VL,Online with Synchronous Mtgs.,3,10,Staff,F,2:00PM,5:00PM,ONLINE,14F
87931,MGT-6744,Management Research Practicum,L,Face-to-Face Instruction,3,7,CE Devers,R,1:00PM,3:45PM,PAM 2007B,13R
87933,MGT-6944,Grad Sem Mgt Research,L,Face-to-Face Instruction,1,4,KA Schnatterly,R,4:00PM,5:00PM,TBA,00X
87935,MGT-7994,Research and Dissertation,R,,1 TO 19,7,Staff,(ARR),----- (ARR) -----,TBA,00X,
87940,MINE-1024,Ldrshp & Srvce Minl Ind,L,Face-to-Face Instruction,1,40,EC Westman,R,3:30PM,4:20PM,SURGE 108B,00X
87941,MINE-1034,Automation Data Mineral Indus,L,Face-to-Face Instruction,1,24,RE Bishop,W,4:00PM,4:50PM,HOLD 211,00X
87942,MINE-1034,Automation Data Mineral Indus,L,Face-to-Face Instruction,1,24,RE Bishop,W,2:30PM,3:20PM,HOLD 211,00X
87943,MINE-1044,Space Mining,L,Face-to-Face Instruction,1,85,Staff,F,12:20PM,1:10PM,NCB 260,00X
87944,MINE-2504,Intro to Mining Engineering,L,Face-to-Face Instruction,3,42,EA Sarver,T R,11:00AM,12:15PM,HOLD 224,11T
87945,MINE-2534,Mine Surveying and Mapping,L,Face-to-Face Instruction,3,20,RE Bishop,M W,12:20PM,1:10PM,HOLD 234,12M
,,,,* Additional Times *,T,2:30PM,5:15PM,HOLD 227,,,,
87946,MINE-2534,Mine Surveying and Mapping,L,Face-to-Face Instruction,3,20,RE Bishop,M W,12:20PM,1:10PM,HOLD 234,12M
,,,,* Additional Times *,M,2:30PM,5:15PM,HOLD 227,,,,
87947,MINE-2994,Undergraduate Research,R,,1 TO 19,10,CA Noble,(ARR),----- (ARR) -----,TBA,00X,
87948,MINE-3604,Mining Geomechanics,L,Face-to-Face Instruction,3,23,MG Karfakis,M W,9:05AM,9:55AM,HOLD 234,09M
,,,,* Additional Times *,F,1:15PM,3:45PM,HOLD 138,,,,
87949,MINE-3604,Mining Geomechanics,L,Face-to-Face Instruction,3,23,MG Karfakis,M W,9:05AM,9:55AM,HOLD 234,09M
,,,,* Additional Times *,R,9:00AM,11:45AM,HOLD 138,,,,
87950,MINE-3624,Mineral Resource Project Mgmt,L,Face-to-Face Instruction,3,42,NS Ripepi,M W,4:00PM,5:15PM,MCB 304,16M
87951,MINE-3634,Fundamentals Mineral Processng,L,Face-to-Face Instruction,3,18,M Gupta,T R,8:00AM,8:50AM,HOLD 224,08T
,,,,* Additional Times *,T,4:00PM,6:45PM,HOLD 126,,,,
87952,MINE-3634,Fundamentals Mineral Processng,L,Face-to-Face Instruction,3,15,M Gupta,T R,8:00AM,8:50AM,HOLD 224,08T
,,,,* Additional Times *,T,9:00AM,11:45AM,HOLD 126,,,,
87953,MINE-3664,Fluids Thermodynamics Resource,L,Face-to-Face Instruction,3,40,B Nojabaei,M W F,12:20PM,1:10PM,WAL 244,12M
87954,MINE-3674,Explosives Rock Fragmentation,L,Face-to-Face Instruction,3,46,MG Karfakis,M W F,10:10AM,11:00AM,HOLD 234,10M
87955,MINE-4614,Health and Safety Systems,L,Face-to-Face Instruction,3,24,NS Ripepi,R,2:30PM,4:45PM,HOLD 211,14R
87956,MINE-4624,Mine Water Reservoir Eng,L,Face-to-Face Instruction,3,24,R Pandey,T R,11:00AM,12:15PM,HOLD 211,11T
87957,MINE-4635,Mining Engineering Capstone,L,Hybrid (F2F & Online Instruc.),2,42,EC Westman,T,12:30PM,1:45PM,MCB 332,12T
87958,MINE-4654,Mine Power Systems Automation,L,Face-to-Face Instruction,3,24,W Zhang,M W F,11:00AM,12:05PM,HOLD 211,11M
87959,MINE-4664,Resource Engineering Seminar,L,Face-to-Face Instruction,1,42,CA Noble,R,12:30PM,1:45PM,MCB 332,00X
87960,MINE-4974,Independent Study,I,,1 TO 19,10,CA Noble,(ARR),----- (ARR) -----,TBA,00X,
87961,MINE-4994,Undergraduate Research,R,,1 TO 19,10,CA Noble,(ARR),----- (ARR) -----,TBA,00X,
90633,MINE-5234,Num Modeling Petro Reservoirs,L,Face-to-Face Instruction,3,20,B Nojabaei,M W F,1:25PM,2:15PM,GOODW 241,13M
87963,MINE-5904,Project and Report,R,,1 TO 19,2,EA Sarver,(ARR),----- (ARR) -----,TBA,00X,
87964,MINE-5904,Project and Report,R,,1 TO 19,2,EC Westman,(ARR),----- (ARR) -----,TBA,00X,
87965,MINE-5904,Project and Report,R,,1 TO 19,2,RE Bishop,(ARR),----- (ARR) -----,TBA,00X,
87966,MINE-5904,Project and Report,R,,1 TO 19,9999,CA Noble,(ARR),----- (ARR) -----,TBA,00X,
87967,MINE-5944,Seminar,L,Face-to-Face Instruction,1,24,EA Sarver,W,10:00AM,10:50AM,HOLD 211,00X
87968,MINE-5974,Independent Study,I,,1 TO 19,10,Staff,(ARR),----- (ARR) -----,TBA,00X,
87969,MINE-5974,Independent Study,I,,1 TO 19,1,RE Bishop,(ARR),----- (ARR) -----,TBA,00X,
87970,MINE-5994,Research and Thesis,R,,1 TO 19,9999,W Zhang,(ARR),----- (ARR) -----,TBA,00X,
87971,MINE-5994,Research and Thesis,R,,1 TO 19,9999,CA Noble,(ARR),----- (ARR) -----,TBA,00X,
87972,MINE-5994,Research and Thesis,R,,1 TO 19,9999,EC Westman,(ARR),----- (ARR) -----,TBA,00X,
87973,MINE-5994,Research and Thesis,R,,1 TO 19,9999,RH Yoon,(ARR),----- (ARR) -----,TBA,00X,
87974,MINE-5994,Research and Thesis,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
87975,MINE-5994,Research and Thesis,R,,1 TO 19,9999,MG Karfakis,(ARR),----- (ARR) -----,TBA,00X,
87976,MINE-5994,Research and Thesis,R,,1 TO 19,9999,R Pandey,(ARR),----- (ARR) -----,TBA,00X,
87977,MINE-5994,Research and Thesis,R,,1 TO 19,10,R Pollyea,(ARR),----- (ARR) -----,TBA,00X,
87978,MINE-5994,Research and Thesis,R,,1 TO 19,9999,C Chen,(ARR),----- (ARR) -----,TBA,00X,
87979,MINE-5994,Research and Thesis,R,,1 TO 19,9999,B Nojabaei,(ARR),----- (ARR) -----,TBA,00X,
87980,MINE-5994,Research and Thesis,R,,1 TO 19,9999,NS Ripepi,(ARR),----- (ARR) -----,TBA,00X,
87981,MINE-5994,Research and Thesis,R,,1 TO 19,9999,EA Sarver,(ARR),----- (ARR) -----,TBA,00X,
87982,MINE-7994,Research and Dissertation,R,,1 TO 19,9999,EC Westman,(ARR),----- (ARR) -----,TBA,00X,
87983,MINE-7994,Research and Dissertation,R,,1 TO 19,9999,CA Noble,(ARR),----- (ARR) -----,TBA,00X,
87984,MINE-7994,Research and Dissertation,R,,1 TO 19,9999,Staff,(ARR),----- (ARR) -----,TBA,00X,
87985,MINE-7994,Research and Dissertation,R,,1 TO 19,9999,R Pandey,(ARR),----- (ARR) -----,TBA,00X,
87986,MINE-7994,Research and Dissertation,R,,1 TO 19,10,R Pollyea,(ARR),----- (ARR) -----,TBA,00X,
87987,MINE-7994,Research and Dissertation,R,,1 TO 19,9999,NS Ripepi,(ARR),----- (ARR) -----,TBA,00X,
87988,MINE-7994,Research and Dissertation,R,,1 TO 19,9999,RH Yoon,(ARR),----- (ARR) -----,TBA,00X,
87989,MINE-7994,Research and Dissertation,R,,1 TO 19,9999,EA Sarver,(ARR),----- (ARR) -----,TBA,00X,
87990,MINE-7994,Research and Dissertation,R,,1 TO 19,9999,W Zhang,(ARR),----- (ARR) -----,TBA,00X,
87991,MINE-7994,Research and Dissertation,R,,1 TO 19,9999,B Nojabaei,(ARR),----- (ARR) -----,TBA,00X,
87992,MINE-7994,Research and Dissertation,R,,1 TO 19,9999,MG Karfakis,(ARR),----- (ARR) -----,TBA,00X,
87993,MINE-7994,Research and Dissertation,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
87994,MKTG-2104,Careers in Marketing,L,Face-to-Face Instruction,1,80,D Wertalik,M,10:10AM,11:00AM,ENGEL 223,00X
87995,MKTG-3104,Marketing Management,L,Face-to-Face Instruction,3,600,D Wertalik,M W,2:30PM,3:45PM,SQUIR COLNL,14M
87996,MKTG-3104,Marketing Management,L,Face-to-Face Instruction,3,600,AR Al Jumaily,T R,11:00AM,12:15PM,SQUIR COLNL,11T
87997,MKTG-3104,Marketing Management,ONLINE COURSE - VL,Online: Asynchronous,3,0,KC Radford,(ARR),----- (ARR) -----,ONLINE,00X,
87998,MKTG-3104H,Marketing Management,L,,3,0,D Wertalik,(ARR),----- (ARR) -----,TBA,00X,
87999,MKTG-3134,Pers Well Being & Prof Succ,L,Face-to-Face Instruction,3,40,VM Dierckx,T R,12:30PM,1:45PM,NCB 130A,12T
88000,MKTG-3134,Pers Well Being & Prof Succ,L,Face-to-Face Instruction,3,50,VM Dierckx,T R,3:30PM,4:45PM,PAM 2003,15T
88001,MKTG-3164,Intro Digital MKTG Strategy,L,Face-to-Face Instruction,3,64,M Hillison,T R,9:30AM,10:45AM,PAM 32,09T
88002,MKTG-3164,Intro Digital MKTG Strategy,L,Face-to-Face Instruction,3,64,M Hillison,T R,11:00AM,12:15PM,PAM 31,11T
88003,MKTG-3164,Intro Digital MKTG Strategy,L,Face-to-Face Instruction,3,64,M Hillison,T R,12:30PM,1:45PM,PAM 32,12T
88004,MKTG-3504,Advertising,ONLINE COURSE - VL,Online with Synchronous Mtgs.,3,50,B Li,T R,5:00PM,6:15PM,ONLINE,17T
91702,MKTG-4114,Intro to AI in Mktg,L,Face-to-Face Instruction,3,40,SV Rao,T R,5:00PM,6:15PM,PAM 1004,17T
88005,MKTG-4144,Bus & Mktg for Proc Industries,L,Face-to-Face Instruction,3,25,CC McDowell,M W,2:30PM,3:45PM,GOODW 244,14M
88006,MKTG-4154,Marketing Research,L,Face-to-Face Instruction,3,50,Staff,T R,2:00PM,3:15PM,DER 3083,14T
88007,MKTG-4154,Marketing Research,L,Face-to-Face Instruction,3,50,Staff,T R,5:00PM,6:15PM,WMS 120,17T
88008,MKTG-4154,Marketing Research,L,Face-to-Face Instruction,3,50,Staff,T R,3:30PM,4:45PM,USLB 410,15T
88009,MKTG-4154,Marketing Research,ONLINE COURSE - VL,Online with Synchronous Mtgs.,3,50,PM Herr,T R,12:30PM,1:45PM,ONLINE,12T
88010,MKTG-4164,Social Media & Content MKTG,L,Face-to-Face Instruction,3,64,C Kogan,T R,2:00PM,3:15PM,DER 3081,14T
88011,MKTG-4204,Consumer Behavior,L,Face-to-Face Instruction,3,50,S Goenka,T R,9:30AM,10:45AM,TORG 1040,09T
88012,MKTG-4204,Consumer Behavior,L,Face-to-Face Instruction,3,50,S Goenka,T R,12:30PM,1:45PM,USLB 110,12T
88013,MKTG-4204,Consumer Behavior,L,Face-to-Face Instruction,3,50,IU Ahmed,M W F,11:15AM,12:05PM,NCB 230,11M
88014,MKTG-4204,Consumer Behavior,L,Face-to-Face Instruction,3,55,AR Al Jumaily,M W,2:30PM,3:45PM,PAM 31,14M
88015,MKTG-4254,Product and Price Management,ONLINE COURSE - VL,Online with Synchronous Mtgs.,3,65,TW Reilly,M W,11:00AM,12:15PM,ONLINE,11M
88016,MKTG-4264,Analytics for Marketing,L,Face-to-Face Instruction,3,55,SV Rao,T R,12:30PM,1:45PM,DER 3083,12T
91249,MKTG-4264,Analytics for Marketing,L,Face-to-Face Instruction,3,35,SV Rao,T R,11:00AM,12:15PM,DDS 240,11T
88017,MKTG-4304,Marketing Communications,L,Face-to-Face Instruction,3,55,AR Al Jumaily,T R,3:30PM,4:45PM,PAM 2030,15T
88018,MKTG-4304,Marketing Communications,L,Face-to-Face Instruction,3,55,SC Matuszak,M W,4:00PM,5:15PM,PAM 32,16M
88019,MKTG-4304,Marketing Communications,L,Face-to-Face Instruction,3,55,SC Matuszak,M W,2:30PM,3:45PM,PAM 2030,14M
88020,MKTG-4354,Mktg Chnl & Lgst,L,Face-to-Face Instruction,3,75,DA Gresh,T R,2:00PM,3:15PM,DDS 155,14T
88021,MKTG-4354,Mktg Chnl & Lgst,L,Face-to-Face Instruction,3,80,MW Michalisin,M W,4:00PM,5:15PM,PAM 2030,16M
91043,MKTG-4354,Mktg Chnl & Lgst,L,Face-to-Face Instruction,3,0,Staff,M W,2:30PM,3:45PM,TBA,14M
88022,MKTG-4404,Field Practicum in Marketing,L,,3,0,M Hillison,(ARR),----- (ARR) -----,TBA,00X,
88023,MKTG-4404,Field Practicum in Marketing,L,,3,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
88024,MKTG-4404,Field Practicum in Marketing,L,,3,0,BK Collins,(ARR),----- (ARR) -----,TBA,00X,
88025,MKTG-4404,Field Practicum in Marketing,L,,3,0,D Wertalik,(ARR),----- (ARR) -----,TBA,00X,
88026,MKTG-4454,Sales Force Management,L,Face-to-Face Instruction,3,52,BK Collins,M W,4:00PM,5:15PM,ROB 105,16M
88027,MKTG-4554,Principles of Prof Selling,L,Face-to-Face Instruction,3,50,BL Turner,T R,3:30PM,4:45PM,PAM 32,15T
88028,MKTG-4554,Principles of Prof Selling,L,Face-to-Face Instruction,3,60,MW Michalisin,T R,2:00PM,3:15PM,PAM 32,14T
88029,MKTG-4554,Principles of Prof Selling,L,Face-to-Face Instruction,3,55,MW Michalisin,M W,2:30PM,3:45PM,DER 3083,14M
88030,MKTG-4554,Principles of Prof Selling,ONLINE COURSE - VL,Online with Synchronous Mtgs.,3,55,RS McCrea,T R,11:00AM,12:15PM,ONLINE,11T
88031,MKTG-4644,"Mktg, Soc, & Pub Interests",L,Face-to-Face Instruction,3,55,TW Reilly,T R,3:30PM,4:45PM,PAM 31,15T
88032,MKTG-4644,"Mktg, Soc, & Pub Interests",L,Face-to-Face Instruction,3,75,TW Reilly,T R,12:30PM,1:45PM,TORG 1060,12T
88033,MKTG-4644,"Mktg, Soc, & Pub Interests",L,Face-to-Face Instruction,3,50,M Pandelaere,T R,11:00AM,12:15PM,PAM 2003,11T
88034,MKTG-4644,"Mktg, Soc, & Pub Interests",L,Face-to-Face Instruction,3,50,M Pandelaere,T R,9:30AM,10:45AM,GBJ 100,09T
88035,MKTG-4704,International Marketing,ONLINE COURSE - VL,Online with Synchronous Mtgs.,3,50,H Ravella,T R,5:00PM,6:15PM,ONLINE,17T
88036,MKTG-4754,Strategic Marketing,L,Face-to-Face Instruction,3,64,TW Reilly,T R,5:00PM,6:15PM,PAM 32,17T
88037,MKTG-4774,Advanced Professional Selling,L,Face-to-Face Instruction,3,52,BK Collins,M W,2:30PM,3:45PM,PAM 32,14M
88038,MKTG-4974,Independent Study,I,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
88039,MKTG-4974,Independent Study,I,,1 TO 19,0,D Wertalik,(ARR),----- (ARR) -----,TBA,00X,
88040,MKTG-4974,Independent Study,I,,1 TO 19,0,M Hillison,(ARR),----- (ARR) -----,TBA,00X,
88041,MKTG-4974,Independent Study,I,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
88042,MKTG-4974,Independent Study,I,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
91850,MKTG-4984,SS: Responsible AI in Mktplace,ONLINE COURSE - VL,Online with Synchronous Mtgs.,3,30,BL Turner,T R,2:00PM,3:15PM,TBA,14T
88043,MKTG-4994,Undergraduate Research,R,,1 TO 19,0,S Goenka,(ARR),----- (ARR) -----,TBA,00X,
88044,MKTG-4994H,Honors Undergraduate Research,R,,1 TO 19,0,S Goenka,(ARR),----- (ARR) -----,TBA,00X,
88046,MKTG-5154,Res Mktg Dec,L,Face-to-Face Instruction,3,0,Staff,T R,3:30PM,4:45PM,TBA,15T
88047,MKTG-5444,"Mktg, Mgmt & Public Purpose",L,Face-to-Face Instruction,3,0,M Pandelaere,T R,11:00AM,12:15PM,TBA,11T
88048,MKTG-5604,Marketing Principles,ONLINE COURSE - VL,Online with Synchronous Mtgs.,2,40,DM Leijon,F S,----- (ARR) -----,ONLINE,00X,
88049,MKTG-5634,Intl Marketing Management,ONLINE COURSE - VL,Online with Synchronous Mtgs.,2,40,S Hood,F S,----- (ARR) -----,ONLINE,00X,
88050,MKTG-5894,Final Examination,L,,3,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
88051,MKTG-5904,Project and Report,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
88052,MKTG-5954,Study Abroad,L,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
88053,MKTG-5974,Independent Study,I,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
88054,MKTG-5974,Independent Study,I,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
88055,MKTG-5974,Independent Study,I,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
88056,MKTG-5974,Independent Study,I,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
88057,MKTG-5974,Independent Study,I,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
88058,MKTG-5974,Independent Study,I,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
88059,MKTG-5974,Independent Study,I,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
88061,MKTG-5994,Research and Thesis,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
91293,MKTG-6106,Advanced Topics In Marketing,ONLINE COURSE - VL,Online with Synchronous Mtgs.,3,0,D Chakravarti,R,9:00AM,12:00PM,ONLINE,09R
88062,MKTG-6234,Experimental Business Research,L,Face-to-Face Instruction,3,0,M Pandelaere,F,9:00AM,12:00PM,PAM 2016,09F
88065,MKTG-6274,Sem Dissert Propsl Career Devp,ONLINE COURSE - VL,Online with Synchronous Mtgs.,3,0,PM Herr,W,2:00PM,5:00PM,ONLINE,14W
88067,MKTG-7994,Research and Dissertation,R,,1 TO 19,0,X Wang,(ARR),----- (ARR) -----,TBA,00X,
88072,MN-1004,Introduction to Naval Science,L,Face-to-Face Instruction,3,60,JC Graves,M W F,12:20PM,1:10PM,CLMS 230,12M
